Order_ID,Order_Date,Customer_Name,Product_Category,Product_Name,Region,State,Country,Sales_Channel,Quantity,Unit_Price,Discount_%,Total_Sales,Cost,Profit
ORD100123,2024-06-08,Michelle Harmon,Accessory,Apple AirPods,West,Delhi,India,Offline,5,67046.12,0,335230.6,219619.49,115611.11
ORD100124,2023-02-26,Helen Jones,Phone,OnePlus 11,East,Maharashtra,India,Online,3,12878.45,15,32840.05,30396.5,2443.55
ORD100125,2023-06-29,Erin Edwards,Laptop,Asus Vivobook,South,West Bengal,India,Offline,1,44185.74,15,37557.88,36687.0,870.87
ORD100126,2023-11-17,Michelle Evans,Phone,iPhone 14,West,Gujarat,India,Offline,4,3064.8,10,11033.28,7882.28,3151.0
ORD100127,2024-04-16,Jason Powell,Phone,iPhone 14,International,,Germany,Online,2,44131.98,15,75024.37,64520.13,10504.24
ORD100128,2024-02-10,Cameron Fisher,Laptop,Lenovo IdeaPad,International,,Singapore,Offline,2,8561.56,0,17123.12,12545.27,4577.85
ORD100129,2023-07-18,Megan Orr,Accessory,JBL Headphones,International,,Germany,Offline,2,11177.65,10,20119.77,14515.7,5604.07
ORD100130,2023-06-06,Elizabeth Kelley,Laptop,Asus Vivobook,International,,Singapore,Online,4,75690.14,20,242208.45,215634.04,26574.41
ORD100131,2023-11-27,Dustin Jordan,Laptop,Asus Vivobook,International,,Singapore,Offline,1,47423.19,10,42680.87,37895.04,4785.83
ORD100132,2023-02-27,Mary Marshall,Phone,iPhone 14,North,Karnataka,India,Offline,1,37505.02,10,33754.52,23222.46,10532.06
ORD100133,2023-04-03,Daniel Kennedy,Phone,iPhone 14,International,,Australia,Offline,4,90995.95,20,291187.04,277704.85,13482.19
ORD100134,2023-11-26,Rebecca Jackson,Laptop,Asus Vivobook,International,,Australia,Online,1,81285.71,10,73157.14,68734.9,4422.24
ORD100135,2023-03-28,Jose Schultz,Accessory,Apple AirPods,South,Delhi,India,Online,4,52882.79,20,169224.93,135313.64,33911.29
ORD100136,2024-01-17,Robert Potter,Phone,iPhone 14,International,,Canada,Offline,3,7525.27,0,22575.81,16694.6,5881.21
ORD100137,2024-01-31,Courtney Gonzalez,Accessory,JBL Headphones,South,Karnataka,India,Online,3,31712.94,15,80868.0,60150.37,20717.63
ORD100138,2023-03-28,David Alvarez,Laptop,HP Pavilion,West,Gujarat,India,Offline,4,51340.36,0,205361.44,141832.76,63528.68
ORD100139,2023-07-04,Angel Perry,Laptop,Dell Inspiron,International,,Germany,Offline,2,16339.57,10,29411.23,26506.28,2904.94
ORD100140,2023-04-14,Cheyenne Horton,Accessory,JBL Headphones,North,Gujarat,India,Offline,5,38295.27,5,181902.53,123542.74,58359.79
ORD100141,2023-06-19,David Douglas Jr.,Phone,Samsung Galaxy S22,International,,USA,Offline,4,61448.95,15,208926.43,161856.72,47069.71
ORD100142,2023-09-02,Patricia Rodriguez,Accessory,Apple AirPods,West,Maharashtra,India,Offline,4,77174.42,15,262393.03,224030.14,38362.89
ORD100143,2024-03-04,Christopher Rubio,Phone,iPhone 14,International,,UK,Online,4,87537.58,20,280120.26,291875.99,-11755.73
ORD100144,2024-06-12,Amber Wright,Laptop,Lenovo IdeaPad,International,,Germany,Online,4,90625.31,5,344376.18,292814.61,51561.57
ORD100145,2023-04-04,Joyce Solis,Phone,iPhone 14,International,,UK,Offline,4,6272.43,20,20071.78,17399.48,2672.3
ORD100146,2024-01-31,Victoria Larson,Laptop,Lenovo IdeaPad,International,,Germany,Online,1,84078.45,10,75670.6,67081.58,8589.02
ORD100147,2023-05-21,Stephanie Salazar,Accessory,Apple AirPods,West,Gujarat,India,Online,4,61919.48,0,247677.92,149783.46,97894.46
ORD100148,2023-08-09,Kathy Rivas,Laptop,Lenovo IdeaPad,International,,Australia,Offline,2,30813.97,0,61627.94,40650.4,20977.54
ORD100149,2024-04-13,Stephanie Manning,Accessory,JBL Headphones,West,West Bengal,India,Online,2,29835.93,0,59671.86,44974.82,14697.04
ORD100150,2023-09-04,David Wright,Accessory,Samsung Charger,South,Gujarat,India,Online,1,95386.96,20,76309.57,69330.29,6979.28
ORD100151,2024-06-03,Pamela Boyd,Accessory,Apple AirPods,West,Tamil Nadu,India,Online,3,26111.38,0,78334.14,53993.64,24340.5
ORD100152,2023-03-11,Denise Jones,Laptop,HP Pavilion,North,West Bengal,India,Offline,3,55055.36,5,156907.78,133387.45,23520.32
ORD100153,2024-04-20,Devon Flores,Laptop,HP Pavilion,International,,Canada,Online,4,4661.4,5,17713.32,11391.56,6321.76
ORD100154,2023-07-24,Brenda Hall,Accessory,Apple AirPods,International,,Germany,Offline,5,47866.58,0,239332.9,188671.57,50661.33
ORD100155,2023-07-15,Michelle Brown,Phone,iPhone 14,North,Gujarat,India,Offline,3,44258.19,15,112858.38,104337.83,8520.55
ORD100156,2024-01-31,Joshua Perry,Phone,OnePlus 11,South,Tamil Nadu,India,Offline,1,72981.05,0,72981.05,51645.17,21335.88
ORD100157,2023-07-04,Jason Stein,Phone,OnePlus 11,East,Delhi,India,Online,3,45145.66,15,115121.43,86904.65,28216.78
ORD100158,2024-03-30,Melissa Gates,Accessory,Apple AirPods,North,Gujarat,India,Offline,3,64307.46,0,192922.38,119372.71,73549.67
ORD100159,2024-02-20,Jamie Smith,Accessory,Apple AirPods,South,Delhi,India,Online,1,13496.77,5,12821.93,10724.92,2097.01
ORD100160,2024-01-11,Paul Castaneda,Accessory,Apple AirPods,North,West Bengal,India,Online,3,37829.32,0,113487.96,84376.08,29111.88
ORD100161,2024-06-26,Jennifer Adkins,Laptop,HP Pavilion,East,Gujarat,India,Offline,1,73831.81,15,62757.04,53855.6,8901.43
ORD100162,2023-05-01,Lindsey Walker,Laptop,Lenovo IdeaPad,East,Gujarat,India,Offline,4,20817.66,5,79107.11,67716.23,11390.88
ORD100163,2024-04-07,Jeffrey Johnson,Accessory,Samsung Charger,West,Delhi,India,Offline,1,55449.72,10,49904.75,45625.86,4278.89
ORD100164,2023-06-11,Michael Powell,Phone,Samsung Galaxy S22,International,,Singapore,Online,1,98528.12,5,93601.71,64948.16,28653.55
ORD100165,2024-05-20,John Anderson,Accessory,Logitech Mouse,East,Tamil Nadu,India,Online,1,31619.78,15,26876.81,23127.46,3749.35
ORD100166,2024-02-24,Alyssa Long,Phone,iPhone 14,International,,USA,Online,4,47117.49,20,150775.97,129314.65,21461.32
ORD100167,2023-07-06,Alyssa Day,Accessory,Logitech Mouse,International,,UK,Offline,1,52292.11,10,47062.9,33527.83,13535.07
ORD100168,2023-11-27,Joel Williams,Accessory,Samsung Charger,International,,UK,Offline,1,25809.93,20,20647.94,17256.85,3391.1
ORD100169,2023-11-07,Daniel Murphy,Accessory,JBL Headphones,International,,USA,Online,2,66214.55,20,105943.28,90635.12,15308.16
ORD100170,2023-02-12,Jamie Walton,Laptop,Lenovo IdeaPad,International,,USA,Online,2,76928.94,15,130779.2,116089.94,14689.26
ORD100171,2023-02-01,Darlene Miller,Phone,Samsung Galaxy S22,East,Gujarat,India,Offline,4,30445.95,0,121783.8,94035.77,27748.03
ORD100172,2023-06-11,Joshua Cooke,Phone,Samsung Galaxy S22,West,Tamil Nadu,India,Online,3,86287.02,10,232974.95,202830.57,30144.39
ORD100173,2023-12-20,Matthew Harrington,Accessory,Logitech Mouse,International,,UK,Offline,3,24932.05,0,74796.15,49879.15,24917.0
ORD100174,2023-09-11,Nicole Herring,Accessory,Apple AirPods,North,Karnataka,India,Offline,2,96305.9,5,182981.21,154738.44,28242.77
ORD100175,2023-11-17,Alex Hernandez,Phone,OnePlus 11,South,Tamil Nadu,India,Offline,4,3294.45,15,11201.13,9571.84,1629.29
ORD100176,2023-09-04,Michael Elliott,Phone,Google Pixel 7,East,Delhi,India,Online,5,88351.61,15,375494.34,296612.74,78881.6
ORD100177,2023-01-09,Michael Wang,Phone,OnePlus 11,International,,Canada,Online,4,37227.8,15,126574.52,91251.21,35323.31
ORD100178,2023-07-19,Lawrence Adkins,Accessory,Apple AirPods,East,Delhi,India,Offline,5,28692.35,20,114769.4,110479.84,4289.56
ORD100179,2023-05-02,Robert Oconnell,Phone,OnePlus 11,North,Tamil Nadu,India,Offline,2,20706.73,20,33130.77,29003.78,4126.99
ORD100180,2023-02-11,Alexander Collins,Phone,Google Pixel 7,South,Gujarat,India,Offline,2,61019.79,20,97631.66,77488.45,20143.21
ORD100181,2023-11-23,Tina Sanders,Accessory,Apple AirPods,East,West Bengal,India,Offline,5,30679.27,0,153396.35,106164.0,47232.35
ORD100182,2023-04-23,Angela Vaughn,Accessory,Logitech Mouse,International,,Australia,Offline,5,47984.43,20,191937.72,178600.11,13337.61
ORD100183,2023-02-22,Ashley Barton,Laptop,Dell Inspiron,South,West Bengal,India,Offline,1,57684.46,0,57684.46,37362.0,20322.46
ORD100184,2024-03-27,Lindsay Martinez,Phone,Google Pixel 7,South,Tamil Nadu,India,Online,1,70871.75,20,56697.4,46196.72,10500.68
ORD100185,2023-11-29,Dr. Hannah Patterson,Phone,Samsung Galaxy S22,International,,Canada,Offline,4,91300.29,10,328681.04,268995.6,59685.44
ORD100186,2023-09-28,Jonathan Peterson,Phone,OnePlus 11,International,,UK,Online,2,94207.07,10,169572.73,149373.52,20199.21
ORD100187,2023-08-01,Samantha Garcia,Phone,OnePlus 11,International,,Canada,Offline,5,93436.34,10,420463.53,313921.5,106542.03
ORD100188,2024-01-24,Madison Poole,Laptop,Lenovo IdeaPad,International,,Canada,Offline,1,29475.4,0,29475.4,20237.54,9237.86
ORD100189,2024-03-28,Jessica Gross,Laptop,Dell Inspiron,International,,Singapore,Offline,5,27842.14,20,111368.56,107755.04,3613.52
ORD100190,2023-05-21,Debra Morton,Accessory,JBL Headphones,South,Maharashtra,India,Online,2,6196.62,15,10534.25,8459.3,2074.96
ORD100191,2024-04-28,Karen Graham,Phone,Google Pixel 7,South,Delhi,India,Online,4,65403.33,10,235451.99,177973.43,57478.56
ORD100192,2023-03-02,Debra Christian,Accessory,Logitech Mouse,International,,USA,Online,2,42370.61,5,80504.16,70630.17,9873.99
ORD100193,2023-02-07,Angelica Keith,Laptop,Lenovo IdeaPad,International,,Canada,Offline,1,1917.45,20,1533.96,1439.42,94.54
